Generic	Shape	Route	Indication	Dep	Diagn	Gender	MinAge	MaxAge	MinWeight	MaxWeight	MinBSA	MaxBSA	MinGestAge	MaxGestAge	MinPMAge	MaxPMAge	DoseType	Substance	Freqs	DoseUnit	AdjustUnit	FreqUnit	RateUnit	MinTime	MaxTime	TimeUnit	MinInt	MaxInt	IntUnit	MinDur	MaxDur	DurUnit	NormQty	MinQty	MaxQty	NormQtyAdj	MinQtyAdj	MaxQtyAdj	NormPerTime	MinPerTime	MaxPerTime	NormPerTimeAdj	MinPerTimeAdj	MaxPerTimeAdj	NormRate	MinRate	MaxRate	NormRateAdj	MinRateAdj	MaxRateAdj
colestyramine	tablet	or	cholestatische jeuk, hypercholesterolemie.					2160									onderhoud	colestyramine	1; 2	mg		dag																		1000	16000									
colestyramine	tablet	or	cholestatische jeuk, hypercholesterolemie.				2160	7200									onderhoud	colestyramine	1; 2	mg		dag																		12000	24000									
colestyramine	capsule	or	diarree veroorzaakt door galzouten					2160									onderhoud	colestyramine	4	mg		dag																		1000	16000									
colestyramine	capsule	or	diarree veroorzaakt door galzouten				2160	7200									onderhoud	colestyramine	4	mg		dag																	16000		24000									
colestyramine	poeder voor oraal gebruik	or	diarree veroorzaakt door galzouten					2160									onderhoud	colestyramine	4	gram		dag																		1	16									
colestyramine	poeder voor oraal gebruik	or	diarree veroorzaakt door galzouten				2160	7200									onderhoud	colestyramine	4	gram		dag																	16		24									
colestyramine	tablet	or	diarree veroorzaakt door galzouten					2160									onderhoud	colestyramine	4	mg		dag																		1000	16000									
colestyramine	tablet	or	diarree veroorzaakt door galzouten				2160	7200									onderhoud	colestyramine	4	mg		dag																	16000		24000									
colistine	inhalatiepoeder	inh	(chronische) longinfectie met pseudomonas aeruginosa bij cystische fibrose				2160										onderhoud	colistine	2	IE		dag																	3325000		3325000									
colistine	poeder voor vernevelvloeistof	inh	(chronische) longinfectie met pseudomonas aeruginosa bij cystische fibrose				30	720									onderhoud	colistine	2	IE		dag																		1000000	2000000									
colistine	poeder voor vernevelvloeistof	inh	(chronische) longinfectie met pseudomonas aeruginosa bij cystische fibrose				720	7200									onderhoud	colistine	2; 3	IE		dag													2000000					2000000	6000000									
colistine	poeder voor oplossing voor infusie	iv	ernstige infecties; chronische longinfectie met pseudomonas aeruginosa bij cystische fibrose					30						259			onderhoud	colistine	3	IE	kg	dag																					50000	75000						
colistine	poeder voor oplossing voor infusie	iv	ernstige infecties; chronische longinfectie met pseudomonas aeruginosa bij cystische fibrose					30					259				onderhoud	colistine	3	IE	kg	dag																					75000	150000						
colistine	poeder voor oplossing voor infusie	iv	ernstige infecties; chronische longinfectie met pseudomonas aeruginosa bij cystische fibrose					7200		40,000							onderhoud	colistine	3	IE	kg	dag																					75000	150000						
colistine	poeder voor oplossing voor infusie	iv	ernstige infecties; chronische longinfectie met pseudomonas aeruginosa bij cystische fibrose					7200	40,000								onderhoud	colistine	3	IE		dag																												
trimethoprim/sulfamethoxazol	concentraat voor oplossing voor infusie	iv	behandeling pneumocystis jiroveci pneumonie				30	7200									onderhoud	sulfamethoxazol	3; 4	mg	kg	dag		30		min															4800	100								
trimethoprim/sulfamethoxazol	concentraat voor oplossing voor infusie	iv	behandeling pneumocystis jiroveci pneumonie				30	7200									onderhoud	trimethoprim 	3; 4	mg	kg	dag		30		min															960	20								
trimethoprim/sulfamethoxazol	concentraat voor oplossing voor infusie	iv	behandeling pneumocystis jiroveci pneumonie		Peritoneaal Dialyse		30	7200									onderhoud	sulfamethoxazol	1	mg	kg	dag		30		min															1600	30								
trimethoprim/sulfamethoxazol	concentraat voor oplossing voor infusie	iv	behandeling pneumocystis jiroveci pneumonie		Peritoneaal Dialyse		30	7200									onderhoud	trimethoprim 	1	mg	kg	dag		30		min															320	6								
trimethoprim/sulfamethoxazol	concentraat voor oplossing voor infusie	iv	behandeling pneumocystis jiroveci pneumonie		GFR 10-30 ml/min/1.73 m2		90	7200									onderhoud	sulfamethoxazol	1	mg	kg	dag		30		min															1600	30								
trimethoprim/sulfamethoxazol	concentraat voor oplossing voor infusie	iv	behandeling pneumocystis jiroveci pneumonie		GFR 10-30 ml/min/1.73 m2		90	7200									onderhoud	trimethoprim 	1	mg	kg	dag		30		min															320	6								
trimethoprim/sulfamethoxazol	concentraat voor oplossing voor infusie	iv	behandeling pneumocystis jiroveci pneumonie		GFR < 10 ml/min/1.73 m2		90	7200									contra							30		min																								
trimethoprim/sulfamethoxazol	concentraat voor oplossing voor infusie	iv	infecties				30	7200									onderhoud	sulfamethoxazol	2	mg	kg	dag		30		min															1600	30	27	33						
trimethoprim/sulfamethoxazol	concentraat voor oplossing voor infusie	iv	infecties				30	7200									onderhoud	trimethoprim 	2	mg	kg	dag		30		min															320	6	5.4	6.6						
trimethoprim/sulfamethoxazol	concentraat voor oplossing voor infusie	iv	infecties bij cystic fibrosis: hoge tot zeer hoge dosering				30	7200									onderhoud	sulfamethoxazol	3	mg	kg	dag		30		min															4800		60	90						
trimethoprim/sulfamethoxazol	concentraat voor oplossing voor infusie	iv	infecties bij cystic fibrosis: hoge tot zeer hoge dosering				30	7200									onderhoud	trimethoprim 	3	mg	kg	dag		30		min															960		12	18						
trimethoprim/sulfamethoxazol	concentraat voor oplossing voor infusie	iv	infecties bij cystic fibrosis: normale dosering				30	7200									onderhoud	sulfamethoxazol	2	mg	kg	dag		30		min															1600	30	27	33						
trimethoprim/sulfamethoxazol	concentraat voor oplossing voor infusie	iv	infecties bij cystic fibrosis: normale dosering				30	7200									onderhoud	trimethoprim 	2	mg	kg	dag		30		min															320	6	5.4	6.6						
trimethoprim/sulfamethoxazol	suspensie voor oraal gebruik	or	behandeling pneumocystis jiroveci pneumonie				30	7200									onderhoud	sulfamethoxazol	3; 4	mg	kg	dag																			4800	100								
trimethoprim/sulfamethoxazol	suspensie voor oraal gebruik	or	behandeling pneumocystis jiroveci pneumonie				30	7200									onderhoud	trimethoprim 	3; 4	mg	kg	dag																			960	20								
trimethoprim/sulfamethoxazol	tablet	or	behandeling pneumocystis jiroveci pneumonie				30	7200									onderhoud	sulfamethoxazol	3; 4	mg	kg	dag																			4800	100								
trimethoprim/sulfamethoxazol	tablet	or	behandeling pneumocystis jiroveci pneumonie				30	7200									onderhoud	trimethoprim 	3; 4	mg	kg	dag																			960	20								
trimethoprim/sulfamethoxazol	suspensie voor oraal gebruik	or	infecties				30	7200									onderhoud	sulfamethoxazol	2	mg	kg	dag																			1600	30	27	33						
trimethoprim/sulfamethoxazol	suspensie voor oraal gebruik	or	infecties				30	7200									onderhoud	trimethoprim 	2	mg	kg	dag																			320	6	5.4	6.6						
trimethoprim/sulfamethoxazol	tablet	or	infecties				30	7200									onderhoud	sulfamethoxazol	2	mg	kg	dag																			1600	30	27	33						
trimethoprim/sulfamethoxazol	tablet	or	infecties				30	7200									onderhoud	trimethoprim 	2	mg	kg	dag																			320	6	5.4	6.6						
trimethoprim/sulfamethoxazol	suspensie voor oraal gebruik	or	infecties bij cystic fibrosis: hoge tot zeer hoge dosering				30	7200									onderhoud	sulfamethoxazol	3	mg	kg	dag																			4800		60	90						
trimethoprim/sulfamethoxazol	suspensie voor oraal gebruik	or	infecties bij cystic fibrosis: hoge tot zeer hoge dosering				30	7200									onderhoud	trimethoprim 	3	mg	kg	dag																			960		12	18						
trimethoprim/sulfamethoxazol	tablet	or	infecties bij cystic fibrosis: hoge tot zeer hoge dosering				30	7200									onderhoud	sulfamethoxazol	3	mg	kg	dag																			4800		60	90						
trimethoprim/sulfamethoxazol	tablet	or	infecties bij cystic fibrosis: hoge tot zeer hoge dosering				30	7200									onderhoud	trimethoprim 	3	mg	kg	dag																			960		12	18						
trimethoprim/sulfamethoxazol	suspensie voor oraal gebruik	or	infecties bij cystic fibrosis: normale dosering				30	7200									onderhoud	sulfamethoxazol	2	mg	kg	dag																			1600	30	27	33						
trimethoprim/sulfamethoxazol	suspensie voor oraal gebruik	or	infecties bij cystic fibrosis: normale dosering				30	7200									onderhoud	trimethoprim 	2	mg	kg	dag																			320	6	5.4	6.6						
trimethoprim/sulfamethoxazol	tablet	or	infecties bij cystic fibrosis: normale dosering				30	7200									onderhoud	sulfamethoxazol	2	mg	kg	dag																			1600	30	27	33						
trimethoprim/sulfamethoxazol	tablet	or	infecties bij cystic fibrosis: normale dosering				30	7200									onderhoud	trimethoprim 	2	mg	kg	dag																			320	6	5.4	6.6						
trimethoprim/sulfamethoxazol	suspensie voor oraal gebruik	or	profylaxe pneumocystis jiroveci pneumonie				30	7200									onderhoud	sulfamethoxazol	1	mg	kg	dag																			800		15	25						
trimethoprim/sulfamethoxazol	suspensie voor oraal gebruik	or	profylaxe pneumocystis jiroveci pneumonie				30	7200									onderhoud	trimethoprim 	1	mg	kg	dag																			160		3	5						
trimethoprim/sulfamethoxazol	tablet	or	profylaxe pneumocystis jiroveci pneumonie				30	7200									onderhoud	sulfamethoxazol	1	mg	kg	dag																			800		15	25						
trimethoprim/sulfamethoxazol	tablet	or	profylaxe pneumocystis jiroveci pneumonie				30	7200									onderhoud	trimethoprim 	1	mg	kg	dag																			160		3	5						
trimethoprim/sulfamethoxazol	suspensie voor oraal gebruik	or	profylaxe van recidiverende urineweginfecties/luchtweginfecties				30	7200									onderhoud	sulfamethoxazol	1	mg	kg	dag																			800		15	25						
trimethoprim/sulfamethoxazol	suspensie voor oraal gebruik	or	profylaxe van recidiverende urineweginfecties/luchtweginfecties				30	7200									onderhoud	trimethoprim 	1	mg	kg	dag																			160		3	5						
trimethoprim/sulfamethoxazol	tablet	or	profylaxe van recidiverende urineweginfecties/luchtweginfecties				30	7200									onderhoud	sulfamethoxazol	1	mg	kg	dag																			800		15	25						
trimethoprim/sulfamethoxazol	tablet	or	profylaxe van recidiverende urineweginfecties/luchtweginfecties				30	7200									onderhoud	trimethoprim 	1	mg	kg	dag																			160		3	5						
cromoglicinezuur	oogdruppels	oog	allergische conjunctivitis				720										onderhoud		2; 3; 4; 5; 6	druppel		dag													2					2	6									
cromoglicinezuur	aerosol	inh	profylaxe bij allergische vormen van astma				720	7200									onderhoud	cromoglicinezuur	8	mg		dag																												
cromoglicinezuur	granulaat	or	profylaxe van allergische aandoeningen, veroorzaakt door niet te vermijden bestanddelen van voeding				720	7200									onderhoud	cromoglicinezuur	4	mg	kg	dag																				40								
cyclofosfamide	poeder voor injectievloeistof	iv	oncologische aandoeningen					7200									onderhoud	cyclofosfamide		mg	kg																						3	6						
cyclopentolaat	oogdruppels	oog	uveitis				360	7200									onderhoud		2	druppel		dag													1						2									
dalteparine	injectievloeistof	sc	behandeling veneuze trombose					30									onderhoud	dalteparine	2	IE	kg	dag																				343		377.3						
dalteparine	injectievloeistof	sc	behandeling veneuze trombose				30	2160									onderhoud	dalteparine	2	IE	kg	dag																				256		281.6						
dalteparine	injectievloeistof	sc	behandeling veneuze trombose				2160	4320									onderhoud	dalteparine	2	IE	kg	dag																				248		272.8						
dalteparine	injectievloeistof	sc	behandeling veneuze trombose				4320	7200									onderhoud	dalteparine	2	IE	kg	dag																				204		224.4						
dalteparine	injectievloeistof	sc	profylaxe trombo-embolische complicaties					7200									onderhoud	dalteparine	1	IE	kg	dag																				95		104.5						
danaparoide	injectievloeistof	sc	profylaxe van heparine geinduceerde trombocytopenie					720									onderhoud	danaparoide	2; 3	E	kg	dag																					8	144						
danaparoide	injectievloeistof	sc	profylaxe van heparine geinduceerde trombocytopenie				2520	7200									onderhoud	danaparoide	2; 3	E	kg	dag																					20	25						
dantroleen	capsule	or	spierspasmen				30	7200									onderhoud	dantroleen	3; 4	mg	kg	dag																					0.5	12						
dapson	tablet	or	lepra, dermatitis herpetiformis				30	7200									onderhoud	dapson	1	mg	kg	dag																					1	1.5						
daptomycine	poeder voor injectie/infusieoplossing	iv	Infecties van huid en weke delen met St. Aureus Bacteriemie				360	2520									onderhoud	daptomycine	1	mg	kg	dag																				12		13.2						
daptomycine	poeder voor injectie/infusieoplossing	iv	Infecties van huid en weke delen met St. Aureus Bacteriemie				2520	4320									onderhoud	daptomycine	1	mg	kg	dag																				9		9.9						
daptomycine	poeder voor injectie/infusieoplossing	iv	Infecties van huid en weke delen met St. Aureus Bacteriemie				4320	7200									onderhoud	daptomycine	1	mg	kg	dag																				7		7.7						
daptomycine	poeder voor injectie/infusieoplossing	iv	infecties van huid en weke delen zonder bacteriëmie				360	720									onderhoud	daptomycine	1	mg	kg	dag																				10		11						
daptomycine	poeder voor injectie/infusieoplossing	iv	infecties van huid en weke delen zonder bacteriëmie				720	2520									onderhoud	daptomycine	1	mg	kg	dag																				9		9.9						
