SortNo	Generic	Shape	Brand	Route	GPKs	Indication	ScheduleText	Dep	Gender	MinAge	MaxAge	MinWeight	MaxWeight	MinBSA	MaxBSA	MinGestAge	MaxGestAge	MinPMAge	MaxPMAge	DoseType	DoseText	UseGenericName	Substance	Freqs	DoseUnit	AdjustUnit	FreqUnit	RateUnit	MinTime	MaxTime	TimeUnit	MinInt	MaxInt	IntUnit	MinDur	MaxDur	DurUnit	MinQty	MaxQty	NormQtyAdj	MinQtyAdj	MaxQtyAdj	MinPerTime	MaxPerTime	NormPerTimeAdj	MinPerTimeAdj	MaxPerTimeAdj	MinRate	MaxRate	MinRateAdj	MaxRateAdj
190	amoxicilline			INTRAVENEUS		Ernstige bacteriele infecties	< 1 week en geboortegewicht ≥ 2000 gr 75 mg/kg/dag in 3 doses.				7	2000								discontinuous			amoxicilline	3	mg	kg	dag																		75						
191	amoxicilline			INTRAVENEUS		Ernstige bacteriele infecties	1 week tot 4 weken en geboortegewicht < 2000 gr 75 mg/kg/dag in 3 doses.			7	28		2000							discontinuous			amoxicilline	3	mg	kg	dag																		75						
192	amoxicilline			INTRAVENEUS		Ernstige bacteriele infecties	1 week tot 4 weken en geboortegewicht ≥ 2000 gr 100 mg/kg/dag in 4 doses.			7	28	2000								discontinuous			amoxicilline	4	mg	kg	dag																		100						
193	amoxicilline			INTRAVENEUS		Ernstige bacteriele infecties	1 maand tot 18 jaar 100 mg/kg/dag in 3 - 4 doses. Max: 12 g/dag.			30	6574									discontinuous			amoxicilline	3;4	mg	kg	dag												12000					12000	100						
198	amoxicilline			INTRAVENEUS		Infecties (zonder klinische verdenking meningitis) veroorzaakt door micro organismen die gevoelig zijn bij een verhoogde blootstelling ('I')	1 maand tot 18 jaar 200 mg/kg/dag in 3 - 4 doses. Max: 12 g/dag. Klik hier voor toelichting.			30	6574									discontinuous			amoxicilline	3;4	mg	kg	dag												12000					12000	200						
199	amoxicilline			INTRAVENEUS		Meningitis	< 1 week en geboortegewicht < 2000 gr 100 mg/kg/dag in 2 doses.				7		2000							discontinuous			amoxicilline	2	mg	kg	dag																		100						
200	amoxicilline			INTRAVENEUS		Meningitis	< 1 week en geboortegewicht ≥ 2000 gr 150 mg/kg/dag in 3 doses.				7	2000								discontinuous			amoxicilline	3	mg	kg	dag																		150						
201	amoxicilline			INTRAVENEUS		Meningitis	1 week tot 4 weken en geboortegewicht < 2000 gr 150 mg/kg/dag in 3 doses.			7	28		2000							discontinuous			amoxicilline	3	mg	kg	dag																		150						
202	amoxicilline			INTRAVENEUS		Meningitis	1 week tot 4 weken en geboortegewicht ≥ 2000 gr 200 mg/kg/dag in 4 doses.			7	28	2000								discontinuous			amoxicilline	4	mg	kg	dag																		200						
203	amoxicilline			INTRAVENEUS		Meningitis	1 maand tot 18 jaar 200 mg/kg/dag in 3 - 4 doses. Max: 12 g/dag.			30	6574									discontinuous			amoxicilline	3;4	mg	kg	dag												12000					12000	200						
188	amoxicilline			ORAAL		Bacteriele infecties	1 maand tot 18 jaar 50 mg/kg/dag in 3 doses. Max: 1,5 g/dag. Range: 40-60 mg/kg/dag			30	6574									discontinuous			amoxicilline	3	mg	kg	dag																	1500		40	60				
205	amoxicilline			ORAAL		Endocarditis profylaxe (ingrepen in mondholte, bovenste luchtwegen, tractus urogenitalis en tractus digestivus)	1 maand tot 18 jaar 30-60 minuten voor de ingreep: 50 mg/kg/dosis, éénmalig. Maximale dosering per gift: 2 g/dosis. Bij overgevoeligheid voor penicilline of behandeling met penicilline in de 7 dagen voorafgaand aan de ingreep: - bij ingrepen in de mondholte en bovenste luchtwegen: Clindamycine (voor dosis zie monografie clindamycine) - bij ingrepen in de tractus urogenitalis en tractus digestivus: Vancomycine (voor dosis zie monografie vancomycine)			30	6574									once			amoxicilline		mg	kg														50											
204	amoxicilline			ORAAL		Eradicatie H.Pylori (triple therapie)	1 maand tot 18 jaar 50 mg/kg/dag in 2 doses. Max: 2 g/dag. Behandelduur: 14 dagenBij claritromycine en metronidazol resistentie: hoge dosering amoxicilline: 80-90 mg/kg/dagTriple therapie: amoxicilline in combinatie met: - claritromycine 20-30 mg/kg/dag PO in 2 doses max 1 g/dag OF alternatief metronidazol 20-30 mg/kg/dag in 2 doses,max 1 g/dag - esomeprazol of omeprazol 1,5 - 2,5 mg/kg/dag PO in 2 doses			30	6574									discontinuous			amoxicilline	2	mg	kg	dag												2000					2000	50						
194	amoxicilline			ORAAL		Ernstige bacteriele infecties	a terme neonaat 80 - 90 mg/kg/dag in 3 doses. Max: 3 g/dag.				30					259				discontinuous			amoxicilline	3	mg	kg	dag																	3000		80	90				
195	amoxicilline			ORAAL		Ernstige bacteriele infecties	1 maand tot 18 jaar 80 - 90 mg/kg/dag in 3 doses. Max: 6 g/dag.			30	6574									discontinuous			amoxicilline	3	mg	kg	dag																	6000		80	90				
196	amoxicilline			ORAAL		Infecties (zonder klinische verdenking meningitis) veroorzaakt door micro organismen die gevoelig zijn bij een verhoogde blootstelling ('I')	1 maand tot 18 jaar en < 40 kg 80 - 90 mg/kg/dag in 3 doses. Max: 3 g/dag. Klik hier voor toelichting.			30	6574		40000							discontinuous			amoxicilline	3	mg	kg	dag																	3000		80	90				
197	amoxicilline			ORAAL		Infecties (zonder klinische verdenking meningitis) veroorzaakt door micro organismen die gevoelig zijn bij een verhoogde blootstelling ('I')	1 maand tot 18 jaar en ≥ 40 kg 1,5 - 3 g/dag in 3 doses. Zo nodig op te hogen tot max 6 g /dag. Klik hier voor toelichting.			30	6574	40000								discontinuous			amoxicilline	3	g		dag																1.5	3							
208	amoxicilline			ORAAL		Postexpositieprofylaxe antrax	1 maand tot 18 jaar 80 mg/kg/dag in 3 doses. Max: 1,5 g/dag. Behandelduur: 60 dagen			30	6574									discontinuous			amoxicilline	3	mg	kg	dag												1500					1500	80						
207	amoxicilline			ORAAL		Vroege gelokaliseerde en gedissemineerde Lymeziekte, m.u.v. meningitis en lymecarditis	1 maand tot 18 jaar 50 mg/kg/dag in 3 doses. Max: 1,5 g/dag. Behandelduur: 14 dagen Lyme-artritis: 30 dagen			30	6574									discontinuous			amoxicilline	3	mg	kg	dag								30	30	dagen		1500					1500	50						
227	amoxicilline/clavulaanzuur			INTRAVENEUS		Chirurgische profylaxe bij ingrepen < 1 uur	≥ 40 kg Amoxicilline/clavulaanzuur 10:1 1000/100-2000/200 mg/dosis					40000								once			amoxicilline		mg													1000	2000												
228	amoxicilline/clavulaanzuur			INTRAVENEUS		Chirurgische profylaxe bij ingrepen < 1 uur	≥ 40 kg Amoxicilline/clavulaanzuur 10:1 1000/100-2000/200 mg/dosis					40000								once			clavulaanzuur		mg													100	200												
229	amoxicilline/clavulaanzuur			INTRAVENEUS		Chirurgische profylaxe bij ingrepen > 1 uur	≥ 40 kg Amoxicilline/clavulaanzuur 10:1 1000/100-2000/200 mg/dosis. Max 3 maal herhalen in 24 uur.					40000								discontinuous			amoxicilline	3	mg		dag											1000	2000												
230	amoxicilline/clavulaanzuur			INTRAVENEUS		Chirurgische profylaxe bij ingrepen > 1 uur	≥ 40 kg Amoxicilline/clavulaanzuur 10:1 1000/100-2000/200 mg/dosis. Max 3 maal herhalen in 24 uur.					40000								discontinuous			clavulaanzuur	3	mg		dag											100	200												
211	amoxicilline/clavulaanzuur			INTRAVENEUS		Ernstige bacteriele infecties	< 1 week en geboortegewicht < 2000 gr Amoxicilline/clavulaanzuur 10:1 : 50 / 5 mg/kg/dag in 2 doses				7		2000							discontinuous			amoxicilline	2	mg	kg	dag																		50						
212	amoxicilline/clavulaanzuur			INTRAVENEUS		Ernstige bacteriele infecties	< 1 week en geboortegewicht < 2000 gr Amoxicilline/clavulaanzuur 10:1 : 50 / 5 mg/kg/dag in 2 doses				7		2000							discontinuous			clavulaanzuur	2	mg	kg	dag																		5						
213	amoxicilline/clavulaanzuur			INTRAVENEUS		Ernstige bacteriele infecties	< 1 week en geboortegewicht ≥ 2000 gr Amoxicilline/clavulaanzuur 10:1 : 75 / 7,5 mg/kg/dag in 3 doses				7	2000								discontinuous			amoxicilline	3	mg	kg	dag																		75						
214	amoxicilline/clavulaanzuur			INTRAVENEUS		Ernstige bacteriele infecties	< 1 week en geboortegewicht ≥ 2000 gr Amoxicilline/clavulaanzuur 10:1 : 75 / 7,5 mg/kg/dag in 3 doses				7	2000								discontinuous			clavulaanzuur	3	mg	kg	dag																		7.5						
215	amoxicilline/clavulaanzuur			INTRAVENEUS		Ernstige bacteriele infecties	1 week tot 4 weken en geboortegewicht < 2000 gr Amoxicilline/clavulaanzuur 10:1 : 75 / 7,5 mg/kg/dag in 3 doses			7	28		2000							discontinuous			amoxicilline	3	mg	kg	dag																		75						
216	amoxicilline/clavulaanzuur			INTRAVENEUS		Ernstige bacteriele infecties	1 week tot 4 weken en geboortegewicht < 2000 gr Amoxicilline/clavulaanzuur 10:1 : 75 / 7,5 mg/kg/dag in 3 doses			7	28		2000							discontinuous			clavulaanzuur	3	mg	kg	dag																		7.5						
217	amoxicilline/clavulaanzuur			INTRAVENEUS		Ernstige bacteriele infecties	1 week tot 4 weken en geboortegewicht ≥ 2000 gr Amoxicilline/clavulaanzuur 10:1 100/10 mg/kg/dag in 3 doses			7	28	2000								discontinuous			amoxicilline	3	mg	kg	dag																		100						
218	amoxicilline/clavulaanzuur			INTRAVENEUS		Ernstige bacteriele infecties	1 week tot 4 weken en geboortegewicht ≥ 2000 gr Amoxicilline/clavulaanzuur 10:1 100/10 mg/kg/dag in 3 doses			7	28	2000								discontinuous			clavulaanzuur	3	mg	kg	dag																		10						
219	amoxicilline/clavulaanzuur			INTRAVENEUS		Ernstige bacteriele infecties	1 maand tot 18 jaar Amoxicilline/clavulaanzuur 10:1 100/10 mg/kg/dag in 3 doses, max 12.000 mg / 600 mg per dagIndien de maximale dosering clavulaanzuur hogere doseringen voor amoxicilline in de weg staat: overweeg amoxicilline+ clavulaanzuur af te wisselen met amoxicilline alleen (om en om).			30	6574									discontinuous			amoxicilline	3	mg	kg	dag																	6000	100						
220	amoxicilline/clavulaanzuur			INTRAVENEUS		Ernstige bacteriele infecties	1 maand tot 18 jaar Amoxicilline/clavulaanzuur 10:1 100/10 mg/kg/dag in 3 doses, max 12.000 mg / 600 mg per dagIndien de maximale dosering clavulaanzuur hogere doseringen voor amoxicilline in de weg staat: overweeg amoxicilline+ clavulaanzuur af te wisselen met amoxicilline alleen (om en om).			30	6574									discontinuous			clavulaanzuur	3	mg	kg	dag																	600							
225	amoxicilline/clavulaanzuur			INTRAVENEUS		Infecties (zonder klinische verdenking meningitis) veroorzaakt door micro organismen die gevoelig zijn bij een verhoogde blootstelling ('I')	1 maand tot 18 jaar Amoxicilline/clavulaanzuur 10:1 100/10 mg/kg/dag in 3 doses max 12.000 mg/ 600 mg/dag.Indien de maximale dosering clavulaanzuur hogere doseringen voor amoxicilline in de weg staat: overweeg amoxicilline+ clavulaanzuur af te wisselen met amoxicilline alleen (om en om).Klik hier voor toelichting over hogere dosering bij microorganismen die gevoelig zijn bij verhoogde blootstelling .			30	6574									discontinuous			amoxicilline	3	mg	kg	dag																	6000	100						
226	amoxicilline/clavulaanzuur			INTRAVENEUS		Infecties (zonder klinische verdenking meningitis) veroorzaakt door micro organismen die gevoelig zijn bij een verhoogde blootstelling ('I')	1 maand tot 18 jaar Amoxicilline/clavulaanzuur 10:1 100/10 mg/kg/dag in 3 doses max 12.000 mg/ 600 mg/dag.Indien de maximale dosering clavulaanzuur hogere doseringen voor amoxicilline in de weg staat: overweeg amoxicilline+ clavulaanzuur af te wisselen met amoxicilline alleen (om en om).Klik hier voor toelichting over hogere dosering bij microorganismen die gevoelig zijn bij verhoogde blootstelling .			30	6574									discontinuous			clavulaanzuur	3	mg	kg	dag																	600							
209	amoxicilline/clavulaanzuur			ORAAL		Bacteriele infecties	1 maand tot 18 jaar Amoxicilline /clavulaanzuur 8:1 50/6,25 mg/kg/dag in 3 doses. Max: 1500/187,5mg/dag. Range: 40/5 - 60/7,5 mg/kg/dag amoxicilline/clavulaanzuurAmoxicilline/clavulaanzuur 4:1 50/12,5 mg/kg/dag in 3 doses. Max: 1500/375mg/dag.Range: 40/10-60/15 mg/kg/dag amoxicilline/clavulaanzuur			30	6574									discontinuous			amoxicilline	3	mg	kg	dag																	1500		40	60				
210	amoxicilline/clavulaanzuur			ORAAL		Bacteriele infecties	1 maand tot 18 jaar Amoxicilline /clavulaanzuur 8:1 50/6,25 mg/kg/dag in 3 doses. Max: 1500/187,5mg/dag. Range: 40/5 - 60/7,5 mg/kg/dag amoxicilline/clavulaanzuurAmoxicilline/clavulaanzuur 4:1 50/12,5 mg/kg/dag in 3 doses. Max: 1500/375mg/dag.Range: 40/10-60/15 mg/kg/dag amoxicilline/clavulaanzuur			30	6574									discontinuous			clavulaanzuur	3	mg	kg	dag																				15				
221	amoxicilline/clavulaanzuur			ORAAL		Ernstige bacteriele infecties	1 maand tot 18 jaar Amoxicilline/clavulaanzuur 8:1 : 80/10 – 90/11,25 mg/kg/dag in 3 doses. Max: 6000 mg/375 mg per dag.Amoxicilline/clavulaanzuur 4:1 80/20– 90/22,5mg/kg/dag in 3 doses . Max: 6000 mg/ 375 mg per dag.Indien de maximale dosering clavulaanzuur hogere doseringen voor amoxicilline in de weg staat: overweeg amoxicilline+ clavulaanzuur af te wisselen met amoxicilline alleen (om en om).			30	6574									discontinuous			amoxicilline	3	mg	kg	dag																	6000		80	90				
222	amoxicilline/clavulaanzuur			ORAAL		Ernstige bacteriele infecties	1 maand tot 18 jaar Amoxicilline/clavulaanzuur 8:1 : 80/10 – 90/11,25 mg/kg/dag in 3 doses. Max: 6000 mg/375 mg per dag.Amoxicilline/clavulaanzuur 4:1 80/20– 90/22,5mg/kg/dag in 3 doses . Max: 6000 mg/ 375 mg per dag.Indien de maximale dosering clavulaanzuur hogere doseringen voor amoxicilline in de weg staat: overweeg amoxicilline+ clavulaanzuur af te wisselen met amoxicilline alleen (om en om).			30	6574									discontinuous			clavulaanzuur	3	mg	kg	dag																	375			22.5				
223	amoxicilline/clavulaanzuur			ORAAL		Infecties (zonder klinische verdenking meningitis) veroorzaakt door micro organismen die gevoelig zijn bij een verhoogde blootstelling ('I')	1 maand tot 18 jaar Amoxicilline/clavulaanzuur 8:1 60/7,5– 90/11,25 mg/kg/dag in 3 doses. Max: 6000 mg/375 mg per dag.Amoxicilline/clavulaanzuur 4:1 60/15– 90/22,5mg/kg/dag in 3 doses. Max: 6000 mg/ 375 mg per dag. Indien de maximale dosering clavulaanzuur hogere doseringen voor amoxicilline in de weg staat: overweeg amoxicilline+ clavulaanzuur af te wisselen met amoxicilline alleen (om en om).Klik hier voor toelichting over hogere dosering bij microorganismen die gevoelig zijn bij verhoogde blootstelling .			30	6574									discontinuous			amoxicilline	3	mg	kg	dag																	6000		60	90				
224	amoxicilline/clavulaanzuur			ORAAL		Infecties (zonder klinische verdenking meningitis) veroorzaakt door micro organismen die gevoelig zijn bij een verhoogde blootstelling ('I')	1 maand tot 18 jaar Amoxicilline/clavulaanzuur 8:1 60/7,5– 90/11,25 mg/kg/dag in 3 doses. Max: 6000 mg/375 mg per dag.Amoxicilline/clavulaanzuur 4:1 60/15– 90/22,5mg/kg/dag in 3 doses. Max: 6000 mg/ 375 mg per dag. Indien de maximale dosering clavulaanzuur hogere doseringen voor amoxicilline in de weg staat: overweeg amoxicilline+ clavulaanzuur af te wisselen met amoxicilline alleen (om en om).Klik hier voor toelichting over hogere dosering bij microorganismen die gevoelig zijn bij verhoogde blootstelling .			30	6574									discontinuous			clavulaanzuur	3	mg	kg	dag																	375			22.5				
231	amsacrine			INTRAVENEUS		Oncologische aandoeningen	1 maand tot 18 jaar Dosis en dosisfrequentie van cytostatica zijn afhankelijk van de aandoening en sterk aan nieuwe inzichten onderhevig. Cytostatica worden in de oncologie/hematologie veelal in combinatie gebruikt. Om deze redenen wordt verwezen naar de gedetailleerde behandelprotocollen en is er geen dosisadvies opgenomen.			30	6574									once	start		amsacrine																												
232	anakinra			SUBCUTAAN		Cryopyrine geassocieerde periodieke koortssyndromen (CAPS), Familial Mediterranean Fever (FMS), systemische Juveniele Idiopathische Artritis (sJIA), overige autoinflammatoire aandoeningen die niet reageren op de conventionele therapie	≥ 8 maanden en ≥ 10 kg Begindosis 1 - 2 mg/kg/dag in 1 dosis. Max: 100 mg/dag. Bij weinig effect of ernstige vormen ophogen naar 3-4 mg/kg/dag in 1 dosis, max 100 mg/dag. . Titratie: Doseren op geleide van therapeutische respons. In zeer uitzonderlijke gevallen ophogen naar 8 mg/kg/dag, maar niet meer dan 200 mg/dag			243		10000								discontinuous	startdosering		anakinra	1	mg	kg	dag																	100		1	2				
232	anakinra			SUBCUTAAN		Cryopyrine geassocieerde periodieke koortssyndromen (CAPS), Familial Mediterranean Fever (FMS), systemische Juveniele Idiopathische Artritis (sJIA), overige autoinflammatoire aandoeningen die niet reageren op de conventionele therapie	≥ 8 maanden en ≥ 10 kg Begindosis 1 - 2 mg/kg/dag in 1 dosis. Max: 100 mg/dag. Bij weinig effect of ernstige vormen ophogen naar 3-4 mg/kg/dag in 1 dosis, max 100 mg/dag. . Titratie: Doseren op geleide van therapeutische respons. In zeer uitzonderlijke gevallen ophogen naar 8 mg/kg/dag, maar niet meer dan 200 mg/dag			243		10000								discontinuous	bij ernstige vormen		anakinra	1	mg	kg	dag																	200		3	8				
234	anidulafungine			INTRAVENEUS		Invasieve candidiasis	1 maand tot 18 jaar Startdosering: 3 mg/kg/dag in 1 dosis éénmalig. Max: 200 mg/dag. Onderhoudsdosering: 1,5 mg/kg/dag in 1 dosis. Max: 100 mg/dag. Behandelduur: Behandeling voortzetten tot ten minste 14 dagen na de laatste positieve kweek.			30	6574									discontinuous	startdosering		anidulafungine	1	mg	kg	dag								1	1	dag							200	3						
235	anidulafungine			INTRAVENEUS		Invasieve candidiasis	1 maand tot 18 jaar Startdosering: 3 mg/kg/dag in 1 dosis éénmalig. Max: 200 mg/dag. Onderhoudsdosering: 1,5 mg/kg/dag in 1 dosis. Max: 100 mg/dag. Behandelduur: Behandeling voortzetten tot ten minste 14 dagen na de laatste positieve kweek.			30	6574									discontinuous			anidulafungine	1	mg	kg	dag																	100	1.5						
2	fosaprepitant			INTRAVENEUS		Profylaxe misselijkheid en braken bij chemotherapie bij eendaags of meerdaags kuurschema	6 maanden tot 18 jaar en ≥ 6 kg Startdosering:Dag 1: 3 mg/kg/dosis, éénmalig. Max: 115 mg/dag. Onderhoudsdosering:Dag 2 en 3: 2 mg/kg/dag in 1 dosis. Max: 80 mg/dag. Inlopen: in 30 minuten voor kinderen ≥ 12 jaar en in 60 minuten voor kinderen < 12 jaar. Toediening afronden 30 min voorafgaand aan start chemotherapie. Onderhoudsdosering kan ook oraal gegeven worden.			182	6574	6000								timed	dag 1		fosaprepitant	1	mg	kg	dag	uur	30	60	min				1	1	dag			3				115							
